,artist,rank,song,stay,week
15559,Blues Magoos,60,(We Ain't Got) Nothin' Yet,14,1966-12-24
15560,Gary Lewis And The Playboys,61,Where Will The Words Come From,9,1966-12-24
15561,Lou Rawls,62,You Can Bring Me All Your Heartaches,8,1966-12-24
15562,The Emperor's,63,Karate,9,1966-12-24
15563,The Drifters,64,Baby What I Mean,7,1966-12-24
15564,Senator Everett McKinley Dirksen,65,Gallant Men,6,1966-12-24
15565,Bobby Darin,66,The Girl That Stood Beside Me,5,1966-12-24
15566,Jr. Walker & The All Stars,67,Money (That's What I Want) (Part 1),6,1966-12-24
15567,The Electric Prunes,68,I Had Too Much To Dream (Last Night),14,1966-12-24
15568,Petula Clark,69,Color My World,9,1966-12-24
15569,Joe Tex,70,Papa Was Too,7,1966-12-24
15570,Dean Martin,71,(Open Up The Door) Let The Good Times In,6,1966-12-24
15571,Roy Orbison,72,Communication Breakdown,7,1966-12-24
15572,Baby Ray,73,There's Something On Your Mind,6,1966-12-24
15573,Alvin Cash & The Registers,74,Alvin's Boo-Ga-Loo,6,1966-12-24
15574,Dionne Warwick,75,Another Night,6,1966-12-24
15575,Tom Jones,76,"Green, Green Grass Of Home",12,1966-12-24
15576,The Mamas & The Papas,77,Dancing In The Street,6,1966-12-24
15577,Sam The Sham and the Pharaohs,78,How Do You Catch A Girl,8,1966-12-24
15578,Pozo Seco Singers,79,Look What You've Done,9,1966-12-24
15579,Ramsey Lewis,80,Day Tripper,4,1966-12-24
15580,The Young Holt Trio,81,Wack Wack,8,1966-12-24
15581,Spyder Turner,82,Stand By Me,12,1966-12-24
15582,The Artistics,83,I'm Gonna Miss You,10,1966-12-24
15583,Damita Jo,84,If You Go Away,10,1966-12-24
15584,The Youngbloods,85,Grizzly Bear,10,1966-12-24
15585,Peter And Gordon,86,Knight In Rusty Armour,9,1966-12-24
15586,Tommy Roe,87,It's Now Winters Day,11,1966-12-24
15587,Gene Pitney,88,Just One Smile,6,1966-12-24
15588,Sergio Mendes & Brasil '66,89,Constant Rain (Chove Chuva),6,1966-12-24
15589,The Shadows Of Knight,90,I'm Gonna Make You Mine,1,1966-12-24
15590,Los Bravos,91,Going Nowhere,2,1966-12-24
15591,Howard Tate,92,"Look At Granny Run, Run",7,1966-12-24
15592,Freddy Scott,93,Are You Lonely For Me,12,1966-12-24
15593,Boots Randolph,94,The Shadow Of Your Smile,3,1966-12-24
15594,The Seeds,95,Pushin' Too Hard,11,1966-12-24
15595,The Gunter Kallmann Chorus,96,Wish Me A Rainbow,8,1966-12-24
15596,Bobby Moore's Rhythm Aces featuring Chico,97,Try My Love Again,2,1966-12-24
15597,Liverpool Five,98,Any Way That You Want Me,1,1966-12-24
15598,The Vogues,99,That's The Tune,1,1966-12-24
15599,The Sopwith Camel,100,Hello Hello,10,1966-12-24
15600,The Monkees,1,I'm A Believer,15,1966-12-31
15601,The Royal Guardsmen,2,Snoopy Vs. The Red Baron,12,1966-12-31
15602,The New Vaudeville Band,3,Winchester Cathedral,15,1966-12-31
15603,Frank Sinatra,4,That's Life,11,1966-12-31
15604,Nancy Sinatra,5,Sugar Town,13,1966-12-31
15605,Donovan,6,Mellow Yellow,12,1966-12-31
15606,Aaron Neville,7,Tell It Like It Is,14,1966-12-31
15607,The Temptations,8,(I Know) I'm Losing You,10,1966-12-31
15608,Stevie Wonder,9,A Place In The Sun,11,1966-12-31
15609,Paul Revere & The Raiders Featuring Mark Lindsay,10,Good Thing,12,1966-12-31
15610,Mitch Ryder And The Detroit Wheels,11,Devil With A Blue Dress On & Good Golly Miss Molly,16,1966-12-31
15611,Sandy Posey,12,Single Girl,12,1966-12-31
15612,The Beach Boys,13,Good Vibrations,14,1966-12-31
15613,The Supremes,14,You Keep Me Hangin' On,12,1966-12-31
15614,Four Tops,15,Standing In The Shadows Of Love,10,1966-12-31
15615,The Music Machine,16,Talk Talk,12,1966-12-31
15616,Bobby Vinton,17,Coming Home Soldier,12,1966-12-31
15617,Ronnie Dove,18,Cry,9,1966-12-31
15618,The Mamas & The Papas,19,Words Of Love,12,1966-12-31
15619,Roger Williams,20,Born Free,21,1966-12-31
15620,Jackie Wilson,21,Whispers (Gettin' Louder),12,1966-12-31
15621,? (Question Mark) & The Mysterians,22,I Need Somebody,10,1966-12-31
15622,The 4 Seasons Featuring the Sound of Frankie Valli,23,Tell It To The Rain,10,1966-12-31
15623,Herb Alpert & The Tijuana Brass,24,Mame,8,1966-12-31
15624,Peter And Gordon,25,Lady Godiva,14,1966-12-31
15625,Wilson Pickett,26,Mustang Sally,9,1966-12-31
15626,Herman's Hermits,27,East West,8,1966-12-31
15627,Jimmy Ruffin,28,I've Passed This Way Before,11,1966-12-31
15628,Eric Burdon & The Animals,29,Help Me Girl,9,1966-12-31
15629,The Yardbirds,30,Happenings Ten Years Time Ago,9,1966-12-31
15630,Neil Diamond,31,I Got The Feelin' (Oh No No),8,1966-12-31
15631,The Monkees,32,(I'm Not Your) Steppin' Stone,8,1966-12-31
15632,The Lovin' Spoonful,33,Nashville Cats,10,1966-12-31
15633,The Miracles,34,(Come 'Round Here) I'm The One You Need,9,1966-12-31
15634,The Association,35,Pandora's Golden Heebie Jeebies,7,1966-12-31
15635,Otis Redding,36,Try A Little Tenderness,10,1966-12-31
15636,The Seekers,37,Georgy Girl,16,1966-12-31
15637,Petula Clark,38,Color My World,9,1966-12-31
15638,Tommy James And The Shondells,39,It's Only Love,9,1966-12-31
15639,Percy Sledge,40,It Tears Me Up,11,1966-12-31
15640,Blues Magoos,41,(We Ain't Got) Nothin' Yet,14,1966-12-31
15641,The Innocence,42,There's Got To Be A Word!,8,1966-12-31
15642,Senator Everett McKinley Dirksen,43,Gallant Men,6,1966-12-31
15643,Bobby Goldsboro,44,Blue Autumn,9,1966-12-31
15644,Martha & The Vandellas,45,I'm Ready For Love,10,1966-12-31
15645,Simon & Garfunkel,46,A Hazy Shade Of Winter,9,1966-12-31
15646,Keith,47,98.6,14,1966-12-31
15647,Terry Knight and The Pack,48,I (Who Have Nothing),10,1966-12-31
15648,Gene Chandler,49,I Fooled You This Time,8,1966-12-31
15649,The Hollies,50,Stop Stop Stop,10,1966-12-31
15650,Gary Lewis And The Playboys,51,Where Will The Words Come From,9,1966-12-31
15651,Dr. West's Medicine Show and Junk Band,52,The Eggplant That Ate Chicago,7,1966-12-31
15652,Eddie Floyd,53,Knock On Wood,17,1966-12-31
15653,The Electric Prunes,54,I Had Too Much To Dream (Last Night),14,1966-12-31
15654,The Critters,55,Bad Misunderstanding,6,1966-12-31
15655,The Happenings,56,Goodnight My Love,6,1966-12-31
15656,Baja Marimba Band,57,Ghost Riders In The Sky,6,1966-12-31
15657,Spyder Turner,58,Stand By Me,12,1966-12-31
15658,Joe Tex,59,Papa Was Too,7,1966-12-31
15659,Lou Rawls,60,You Can Bring Me All Your Heartaches,8,1966-12-31
15660,Sam The Sham and the Pharaohs,61,How Do You Catch A Girl,8,1966-12-31
15661,The Drifters,62,Baby What I Mean,7,1966-12-31
15662,The Emperor's,63,Karate,9,1966-12-31
15663,Pozo Seco Singers,64,Look What You've Done,9,1966-12-31
15664,The Outsiders,65,Help Me Girl,10,1966-12-31
15665,Bobby Darin,66,The Girl That Stood Beside Me,5,1966-12-31
15666,Dean Martin,67,(Open Up The Door) Let The Good Times In,6,1966-12-31
15667,The Young Holt Trio,68,Wack Wack,8,1966-12-31
15668,Baby Ray,69,There's Something On Your Mind,6,1966-12-31
15669,The Youngbloods,70,Grizzly Bear,10,1966-12-31
15670,Peter And Gordon,71,Knight In Rusty Armour,9,1966-12-31
15671,Roy Orbison,72,Communication Breakdown,7,1966-12-31
15672,Dionne Warwick,73,Another Night,6,1966-12-31
15673,Tom Jones,74,"Green, Green Grass Of Home",12,1966-12-31
15674,Gene Pitney,75,Just One Smile,6,1966-12-31
15675,Alvin Cash & The Registers,76,Alvin's Boo-Ga-Loo,6,1966-12-31
15676,The Mamas & The Papas,77,Dancing In The Street,6,1966-12-31
15677,Ramsey Lewis,78,Day Tripper,4,1966-12-31
15678,Damita Jo,79,If You Go Away,10,1966-12-31
15679,The Artistics,80,I'm Gonna Miss You,10,1966-12-31
15680,The Gunter Kallmann Chorus,81,Wish Me A Rainbow,8,1966-12-31
15681,The Cyrkle,82,Please Don't Ever Leave Me,5,1966-12-31
15682,Sergio Mendes & Brasil '66,83,Constant Rain (Chove Chuva),6,1966-12-31
15683,Tommy Roe,84,It's Now Winters Day,11,1966-12-31
15684,The Seeds,85,Pushin' Too Hard,11,1966-12-31
15685,Bob Crewe Generation,86,Music To Watch Girls By,10,1966-12-31
15686,Howard Tate,87,"Look At Granny Run, Run",7,1966-12-31
15687,Freddy Scott,88,Are You Lonely For Me,12,1966-12-31
15688,J.J. Jackson,89,I Dig Girls,3,1966-12-31
15689,The Buckinghams,90,Kind Of A Drag,13,1966-12-31
15690,The Sopwith Camel,91,Hello Hello,10,1966-12-31
15691,Peaches & Herb,92,Let's Fall In Love,12,1966-12-31
15692,Patti LaBelle And The Blue Belles,93,Take Me For A Little While,2,1966-12-31
15693,Boots Randolph,94,The Shadow Of Your Smile,3,1966-12-31
15694,Jimmy Castor,95,"Hey, Leroy, Your Mama's Callin' You",9,1966-12-31
15695,Bobby Hebb,96,Love Me,3,1966-12-31
15696,Sam & Dave,97,You Got Me Hummin',6,1966-12-31
15697,Don Ho and the Aliis,98,Tiny Bubbles,17,1966-12-31
15698,The Hardtimes,99,Fortune Teller,2,1966-12-31
15699,The Spencer Davis Group,100,Gimme Some Lovin',13,1966-12-31
15700,The Monkees,1,I'm A Believer,15,1967-01-07
15701,The Royal Guardsmen,2,Snoopy Vs. The Red Baron,12,1967-01-07
15702,Aaron Neville,3,Tell It Like It Is,14,1967-01-07
15703,The New Vaudeville Band,4,Winchester Cathedral,15,1967-01-07
15704,Nancy Sinatra,5,Sugar Town,13,1967-01-07
15705,Frank Sinatra,6,That's Life,11,1967-01-07
15706,Paul Revere & The Raiders Featuring Mark Lindsay,7,Good Thing,12,1967-01-07
15707,The Mamas & The Papas,8,Words Of Love,12,1967-01-07
15708,Four Tops,9,Standing In The Shadows Of Love,10,1967-01-07
15709,Donovan,10,Mellow Yellow,12,1967-01-07
15710,Bobby Vinton,11,Coming Home Soldier,12,1967-01-07
15711,Sandy Posey,12,Single Girl,12,1967-01-07
15712,The Temptations,13,(I Know) I'm Losing You,10,1967-01-07
15713,Mitch Ryder And The Detroit Wheels,14,Devil With A Blue Dress On & Good Golly Miss Molly,16,1967-01-07
15714,The 4 Seasons Featuring the Sound of Frankie Valli,15,Tell It To The Rain,10,1967-01-07
15715,The Music Machine,16,Talk Talk,12,1967-01-07
15716,The Beach Boys,17,Good Vibrations,14,1967-01-07
15717,Ronnie Dove,18,Cry,9,1967-01-07
15718,Stevie Wonder,19,A Place In The Sun,11,1967-01-07
15719,The Seekers,20,Georgy Girl,16,1967-01-07
15720,The Supremes,21,You Keep Me Hangin' On,12,1967-01-07
15721,Roger Williams,22,Born Free,21,1967-01-07
15722,Jimmy Ruffin,23,I've Passed This Way Before,11,1967-01-07
15723,The Lovin' Spoonful,24,Nashville Cats,10,1967-01-07
15724,? (Question Mark) & The Mysterians,25,I Need Somebody,10,1967-01-07
15725,Wilson Pickett,26,Mustang Sally,9,1967-01-07
15726,Herman's Hermits,27,East West,8,1967-01-07
15727,Petula Clark,28,Color My World,9,1967-01-07
15728,Eric Burdon & The Animals,29,Help Me Girl,9,1967-01-07
15729,The Yardbirds,30,Happenings Ten Years Time Ago,9,1967-01-07
15730,Blues Magoos,31,(We Ain't Got) Nothin' Yet,14,1967-01-07
15731,The Monkees,32,(I'm Not Your) Steppin' Stone,8,1967-01-07
15732,Senator Everett McKinley Dirksen,33,Gallant Men,6,1967-01-07
15733,Otis Redding,34,Try A Little Tenderness,10,1967-01-07
15734,Peter And Gordon,35,Lady Godiva,14,1967-01-07
15735,The Innocence,36,There's Got To Be A Word!,8,1967-01-07
15736,Keith,37,98.6,14,1967-01-07
15737,Jackie Wilson,38,Whispers (Gettin' Louder),12,1967-01-07
15738,Gary Lewis And The Playboys,39,Where Will The Words Come From,9,1967-01-07
15739,Herb Alpert & The Tijuana Brass,40,Mame,8,1967-01-07
15740,Peter And Gordon,41,Knight In Rusty Armour,9,1967-01-07
15741,Bobby Goldsboro,42,Blue Autumn,9,1967-01-07
15742,Spyder Turner,43,Stand By Me,12,1967-01-07
15743,The Association,44,Pandora's Golden Heebie Jeebies,7,1967-01-07
15744,Gene Chandler,45,I Fooled You This Time,8,1967-01-07
15745,Terry Knight and The Pack,46,I (Who Have Nothing),10,1967-01-07
15746,The Electric Prunes,47,I Had Too Much To Dream (Last Night),14,1967-01-07
15747,Pozo Seco Singers,48,Look What You've Done,9,1967-01-07
15748,Joe Tex,49,Papa Was Too,7,1967-01-07
15749,Sam The Sham and the Pharaohs,50,How Do You Catch A Girl,8,1967-01-07
15750,Tom Jones,51,"Green, Green Grass Of Home",12,1967-01-07
15751,The Happenings,52,Goodnight My Love,6,1967-01-07
15752,The Young Holt Trio,53,Wack Wack,8,1967-01-07
15753,Dr. West's Medicine Show and Junk Band,54,The Eggplant That Ate Chicago,7,1967-01-07
15754,Lou Rawls,55,You Can Bring Me All Your Heartaches,8,1967-01-07
15755,The Critters,56,Bad Misunderstanding,6,1967-01-07
15756,The Emperor's,57,Karate,9,1967-01-07
15757,Bob Crewe Generation,58,Music To Watch Girls By,10,1967-01-07
15758,Dionne Warwick,59,Another Night,6,1967-01-07
15759,Roy Orbison,60,Communication Breakdown,7,1967-01-07
15760,The Youngbloods,61,Grizzly Bear,10,1967-01-07
15761,The Drifters,62,Baby What I Mean,7,1967-01-07
15762,Dean Martin,63,(Open Up The Door) Let The Good Times In,6,1967-01-07
15763,Tommy Roe,64,It's Now Winters Day,11,1967-01-07
15764,The Sopwith Camel,65,Hello Hello,10,1967-01-07
15765,The Buckinghams,66,Kind Of A Drag,13,1967-01-07
15766,Jimmy Castor,67,"Hey, Leroy, Your Mama's Callin' You",9,1967-01-07
15767,Bobby Darin,68,The Girl That Stood Beside Me,5,1967-01-07
15768,Baby Ray,69,There's Something On Your Mind,6,1967-01-07
15769,Gene Pitney,70,Just One Smile,6,1967-01-07
15770,The Artistics,71,I'm Gonna Miss You,10,1967-01-07
15771,The Gunter Kallmann Chorus,72,Wish Me A Rainbow,8,1967-01-07
15772,Damita Jo,73,If You Go Away,10,1967-01-07
15773,Ramsey Lewis,74,Day Tripper,4,1967-01-07
15774,The Mamas & The Papas,75,Dancing In The Street,6,1967-01-07
15775,The Seeds,76,Pushin' Too Hard,11,1967-01-07
15776,Senator Bobby Featuring Bill Minkin,77,Wild Thing,7,1967-01-07
15777,James Brown And The Famous Flames,78,Bring It Up,8,1967-01-07
15778,Freddy Scott,79,Are You Lonely For Me,12,1967-01-07
15779,The Spencer Davis Group,80,Gimme Some Lovin',13,1967-01-07
15780,Sergio Mendes & Brasil '66,81,Constant Rain (Chove Chuva),6,1967-01-07
15781,Cannonball Adderley,82,"Mercy, Mercy, Mercy",11,1967-01-07
15782,J.J. Jackson,83,I Dig Girls,3,1967-01-07
15783,The Dave Clark Five,84,I've Got To Have A Reason,7,1967-01-07
15784,The Joe Cuba Sextet,85,Oh Yeah!,5,1967-01-07
15785,Sam & Dave,86,You Got Me Hummin',6,1967-01-07
15786,Howard Tate,87,"Look At Granny Run, Run",7,1967-01-07
15787,Marvin Gaye & Kim Weston,88,It Takes Two,12,1967-01-07
15788,Patti LaBelle And The Blue Belles,89,Take Me For A Little While,2,1967-01-07
15789,Peaches & Herb,90,Let's Fall In Love,12,1967-01-07
15790,The McCoys,91,I Got To Go Back (And Watch That Little Girl Dance),5,1967-01-07
15791,Bobby Hebb,92,Love Me,3,1967-01-07
15792,Boots Randolph,93,The Shadow Of Your Smile,3,1967-01-07
15793,The Bachelors,94,Walk With Faith In Your Heart,3,1967-01-07
15794,Don Ho and the Aliis,95,Tiny Bubbles,17,1967-01-07
15795,The Left Banke,96,Pretty Ballerina,10,1967-01-07
15796,The Hardtimes,97,Fortune Teller,2,1967-01-07
15797,The Kinks,98,Deadend Street,4,1967-01-07
15798,The Lovin' Spoonful,99,Full Measure,3,1967-01-07
15799,Jack Greene,100,There Goes My Everything,9,1967-01-07
15800,The Monkees,1,I'm A Believer,15,1967-01-14
15801,The Royal Guardsmen,2,Snoopy Vs. The Red Baron,12,1967-01-14
15802,Aaron Neville,3,Tell It Like It Is,14,1967-01-14
15803,Paul Revere & The Raiders Featuring Mark Lindsay,4,Good Thing,12,1967-01-14
15804,Nancy Sinatra,5,Sugar Town,13,1967-01-14
15805,The Mamas & The Papas,6,Words Of Love,12,1967-01-14
15806,Four Tops,7,Standing In The Shadows Of Love,10,1967-01-14
15807,The New Vaudeville Band,8,Winchester Cathedral,15,1967-01-14
15808,Frank Sinatra,9,That's Life,11,1967-01-14
15809,The Seekers,10,Georgy Girl,16,1967-01-14
15810,Bobby Vinton,11,Coming Home Soldier,12,1967-01-14
15811,The 4 Seasons Featuring the Sound of Frankie Valli,12,Tell It To The Rain,10,1967-01-14
15812,Donovan,13,Mellow Yellow,12,1967-01-14
15813,Sandy Posey,14,Single Girl,12,1967-01-14
15814,The Music Machine,15,Talk Talk,12,1967-01-14
15815,The Lovin' Spoonful,16,Nashville Cats,10,1967-01-14
15816,Mitch Ryder And The Detroit Wheels,17,Devil With A Blue Dress On & Good Golly Miss Molly,16,1967-01-14
15817,Jimmy Ruffin,18,I've Passed This Way Before,11,1967-01-14
15818,The Temptations,19,(I Know) I'm Losing You,10,1967-01-14
15819,The Monkees,20,(I'm Not Your) Steppin' Stone,8,1967-01-14
15820,The Beach Boys,21,Good Vibrations,14,1967-01-14
15821,Ronnie Dove,22,Cry,9,1967-01-14
15822,Petula Clark,23,Color My World,9,1967-01-14
15823,Blues Magoos,24,(We Ain't Got) Nothin' Yet,14,1967-01-14
15824,Keith,25,98.6,14,1967-01-14
15825,Spyder Turner,26,Stand By Me,12,1967-01-14
15826,Herman's Hermits,27,East West,8,1967-01-14
15827,Gary Lewis And The Playboys,28,Where Will The Words Come From,9,1967-01-14
15828,Otis Redding,29,Try A Little Tenderness,10,1967-01-14
15829,Senator Everett McKinley Dirksen,30,Gallant Men,6,1967-01-14
15830,Peter And Gordon,31,Knight In Rusty Armour,9,1967-01-14
15831,Wilson Pickett,32,Mustang Sally,9,1967-01-14
15832,Stevie Wonder,33,A Place In The Sun,11,1967-01-14
15833,The Innocence,34,There's Got To Be A Word!,8,1967-01-14
15834,Eric Burdon & The Animals,35,Help Me Girl,9,1967-01-14
15835,? (Question Mark) & The Mysterians,36,I Need Somebody,10,1967-01-14
15836,Bobby Goldsboro,37,Blue Autumn,9,1967-01-14
15837,The Yardbirds,38,Happenings Ten Years Time Ago,9,1967-01-14
15838,Roger Williams,39,Born Free,21,1967-01-14
15839,Pozo Seco Singers,40,Look What You've Done,9,1967-01-14
15840,Tom Jones,41,"Green, Green Grass Of Home",12,1967-01-14
15841,The Buckinghams,42,Kind Of A Drag,13,1967-01-14
15842,Sam The Sham and the Pharaohs,43,How Do You Catch A Girl,8,1967-01-14
15843,The Electric Prunes,44,I Had Too Much To Dream (Last Night),14,1967-01-14
15844,Gene Chandler,45,I Fooled You This Time,8,1967-01-14
15845,The Young Holt Trio,46,Wack Wack,8,1967-01-14
15846,Bob Crewe Generation,47,Music To Watch Girls By,10,1967-01-14
15847,Joe Tex,48,Papa Was Too,7,1967-01-14
15848,Dionne Warwick,49,Another Night,6,1967-01-14
15849,The Supremes,50,You Keep Me Hangin' On,12,1967-01-14
15850,The Happenings,51,Goodnight My Love,6,1967-01-14
15851,Senator Bobby Featuring Bill Minkin,52,Wild Thing,7,1967-01-14
15852,Tommy Roe,53,It's Now Winters Day,11,1967-01-14
15853,Terry Knight and The Pack,54,I (Who Have Nothing),10,1967-01-14
15854,Dean Martin,55,(Open Up The Door) Let The Good Times In,6,1967-01-14
15855,The Youngbloods,56,Grizzly Bear,10,1967-01-14
15856,The Emperor's,57,Karate,9,1967-01-14
15857,The Sopwith Camel,58,Hello Hello,10,1967-01-14
15858,James Brown And The Famous Flames,59,Bring It Up,8,1967-01-14
15859,Roy Orbison,60,Communication Breakdown,7,1967-01-14
15860,Lou Rawls,61,You Can Bring Me All Your Heartaches,8,1967-01-14
15861,The Artistics,62,I'm Gonna Miss You,10,1967-01-14
15862,The Spencer Davis Group,63,Gimme Some Lovin',13,1967-01-14
15863,Jimmy Castor,64,"Hey, Leroy, Your Mama's Callin' You",9,1967-01-14
15864,The Seeds,65,Pushin' Too Hard,11,1967-01-14
15865,The Gunter Kallmann Chorus,66,Wish Me A Rainbow,8,1967-01-14
15866,Cannonball Adderley,67,"Mercy, Mercy, Mercy",11,1967-01-14
15867,Marvin Gaye & Kim Weston,68,It Takes Two,12,1967-01-14
15868,Freddy Scott,69,Are You Lonely For Me,12,1967-01-14
15869,Gene Pitney,70,Just One Smile,6,1967-01-14
15870,The Drifters,71,Baby What I Mean,7,1967-01-14
15871,Sonny & Cher,72,The Beat Goes On,11,1967-01-14
15872,The Mamas & The Papas,73,Dancing In The Street,6,1967-01-14
15873,Ramsey Lewis,74,Day Tripper,4,1967-01-14
15874,Damita Jo,75,If You Go Away,10,1967-01-14
15875,The Dave Clark Five,76,I've Got To Have A Reason,7,1967-01-14
15876,Sam & Dave,77,You Got Me Hummin',6,1967-01-14
15877,Sergio Mendes & Brasil '66,78,Constant Rain (Chove Chuva),6,1967-01-14
15878,Lowell Fulsom,79,Tramp,7,1967-01-14
15879,Howard Tate,80,"Look At Granny Run, Run",7,1967-01-14
15880,The Left Banke,81,Pretty Ballerina,10,1967-01-14
15881,The Joe Cuba Sextet,82,Oh Yeah!,5,1967-01-14
15882,J.J. Jackson,83,I Dig Girls,3,1967-01-14
15883,Bobby Hebb,84,Love Me,3,1967-01-14
15884,The Kinks,85,Deadend Street,4,1967-01-14
15885,Bobby Darin,86,Lovin' You,8,1967-01-14
15886,Brenda Lee,87,"Ride, Ride, Ride",7,1967-01-14
15887,The McCoys,88,I Got To Go Back (And Watch That Little Girl Dance),5,1967-01-14
15888,The Lovin' Spoonful,89,Full Measure,3,1967-01-14
15889,Don Ho and the Aliis,90,Tiny Bubbles,17,1967-01-14
15890,Felice Taylor,91,It May Be Winter Outside (But In My Heart It's Spring),6,1967-01-14
15891,Jack Greene,92,There Goes My Everything,9,1967-01-14
15892,The Bachelors,93,Walk With Faith In Your Heart,3,1967-01-14
15893,The Casinos,94,Then You Can Tell Me Goodbye,13,1967-01-14
15894,The 5th Dimension,95,Go Where You Wanna Go,10,1967-01-14
15895,The Metros,96,Sweetest One,4,1967-01-14
15896,The Five Stairsteps,97,Danger! She's A Stranger,5,1967-01-14
15897,Big Maybelle,98,96 Tears,3,1967-01-14
15898,Carla Thomas,99,Something Good (Is Going To Happen To You),7,1967-01-14
